card_id,customer_id
C00681-K1,C00681
C04938-K1,C04938
C00059-K2,C00059
C05470-K1,C05470
C10287-K1,C10287
C11388-K1,C11388
C02609-K1,C02609
C02079-K1,C02079
C09529-K1,C09529
C02963-K1,C02963
C10508-K1,C10508
C08807-K1,C08807
C07267-K1,C07267
C02031-K1,C02031
C07858-K2,C07858
C11188-K1,C11188
C12811-K1,C12811
C03967-K1,C03967
C12574-K1,C12574
C00693-K1,C00693
C04962-K2,C04962
C13374-K1,C13374
C03906-K1,C03906
C02326-K1,C02326
C10456-K1,C10456
C07434-K1,C07434
C04332-K1,C04332
C05786-K2,C05786
C04118-K2,C04118
C08578-K1,C08578
C12044-K1,C12044
C08250-K1,C08250
C04828-K2,C04828
C02284-K1,C02284
C01400-K1,C01400
C00137-K1,C00137
C03904-K1,C03904
C05611-K1,C05611
C00149-K1,C00149
C10599-K1,C10599
C04744-K1,C04744
C04450-K1,C04450
C07347-K1,C07347
C09231-K1,C09231
C06514-K1,C06514
C06167-K1,C06167
C00337-K1,C00337
C00088-K1,C00088
C11348-K1,C11348
C06929-K1,C06929
C11937-K1,C11937
C02393-K2,C02393
C06175-K1,C06175
C05314-K1,C05314
C13122-K1,C13122
C12060-K1,C12060
C10948-K1,C10948
C10678-K1,C10678
C12552-K1,C12552
C04601-K2,C04601
C00835-K1,C00835
C09998-K1,C09998
C02334-K1,C02334
C04778-K1,C04778
C06617-K1,C06617
C04282-K1,C04282
C05140-K1,C05140
C06979-K1,C06979
C12655-K1,C12655
C12274-K1,C12274
C07400-K2,C07400
C08495-K1,C08495
C00953-K1,C00953
C05125-K1,C05125
C06443-K1,C06443
C12012-K1,C12012
C02035-K1,C02035
C07469-K1,C07469
C12509-K2,C12509
C09733-K1,C09733
C05292-K1,C05292
C07044-K1,C07044
C10328-K1,C10328
C03504-K1,C03504
C04844-K1,C04844
C00782-K1,C00782
C13504-K1,C13504
C09631-K1,C09631
C08477-K1,C08477
C12097-K1,C12097
C07673-K1,C07673
C04933-K1,C04933
C00795-K1,C00795
C06657-K1,C06657
C09696-K1,C09696
C04210-K1,C04210
C05519-K2,C05519
C10742-K1,C10742
C02782-K2,C02782
C02371-K2,C02371
C05426-K1,C05426
C12815-K1,C12815
C06811-K1,C06811
C10344-K2,C10344
C07215-K1,C07215
C05572-K1,C05572
C04588-K1,C04588
C03351-K2,C03351
C02195-K1,C02195
C07571-K1,C07571
C03975-K1,C03975
C05276-K2,C05276
C11682-K1,C11682
C05212-K2,C05212
C05690-K1,C05690
C03060-K1,C03060
C13060-K1,C13060
C09438-K1,C09438
C04434-K1,C04434
C05382-K1,C05382
C03685-K2,C03685
C13012-K1,C13012
C12230-K1,C12230
C07356-K1,C07356
C01070-K1,C01070
C13414-K1,C13414
C11005-K1,C11005
C08494-K1,C08494
C02089-K1,C02089
C06821-K1,C06821
C08710-K1,C08710
C00163-K1,C00163
C12409-K1,C12409
C08297-K1,C08297
C08528-K1,C08528
C12865-K1,C12865
C03151-K2,C03151
C12296-K1,C12296
C04873-K1,C04873
C13140-K1,C13140
C11427-K1,C11427
C00849-K1,C00849
C10831-K1,C10831
C11037-K1,C11037
C04299-K1,C04299
C01672-K1,C01672
C03864-K1,C03864
C10736-K1,C10736
C11414-K1,C11414
C04881-K1,C04881
C03561-K1,C03561
C02018-K2,C02018
C04551-K1,C04551
C06096-K1,C06096
C09680-K2,C09680
C02084-K2,C02084
C07367-K1,C07367
C03871-K1,C03871
C01388-K1,C01388
C08737-K1,C08737
C10170-K1,C10170
C11609-K1,C11609
C05807-K1,C05807
C04157-K1,C04157
C02063-K1,C02063
C07606-K1,C07606
C12084-K2,C12084
C12525-K1,C12525
C13456-K1,C13456
C03470-K1,C03470
C06494-K2,C06494
C00594-K1,C00594
C03777-K1,C03777
C12984-K2,C12984
C08972-K2,C08972
C03422-K1,C03422
C02136-K1,C02136
C08198-K1,C08198
C09981-K2,C09981
C11398-K1,C11398
C13354-K2,C13354
C13349-K2,C13349
C01910-K1,C01910
C08044-K1,C08044
C00930-K1,C00930
C05686-K1,C05686
C01562-K1,C01562
C02796-K1,C02796
C01439-K1,C01439
C08897-K1,C08897
C12330-K1,C12330
C09573-K1,C09573
C04565-K1,C04565
C04285-K1,C04285
C10644-K1,C10644
C03197-K1,C03197
C11436-K1,C11436
C10084-K1,C10084
C09350-K1,C09350
C03613-K1,C03613
C00559-K1,C00559
C11122-K1,C11122
C11014-K1,C11014
C02592-K1,C02592
C02023-K1,C02023
C10631-K1,C10631
C09753-K1,C09753
C11716-K1,C11716
C13034-K1,C13034
C12454-K1,C12454
C12989-K1,C12989
C00722-K1,C00722
C02515-K2,C02515
C13160-K1,C13160
C05378-K2,C05378
C11198-K1,C11198
C04679-K1,C04679
C03684-K1,C03684
C02804-K1,C02804
C13541-K1,C13541
C01875-K1,C01875
C12501-K1,C12501
C11249-K1,C11249
C13402-K1,C13402
C04267-K1,C04267
C13290-K1,C13290
C10086-K1,C10086
C06050-K1,C06050
C11790-K1,C11790
C02854-K1,C02854
C10383-K2,C10383
C01332-K1,C01332
C09040-K1,C09040
C05240-K1,C05240
C10295-K1,C10295
C02458-K1,C02458
C12092-K2,C12092
C06379-K1,C06379
C13025-K1,C13025
C05705-K1,C05705
C13403-K2,C13403
C04061-K1,C04061
C05610-K1,C05610
C10713-K1,C10713
C12846-K1,C12846
C04870-K1,C04870
C06063-K1,C06063
C04170-K1,C04170
C10780-K1,C10780
C08595-K1,C08595
C09280-K1,C09280
C00655-K1,C00655
C03043-K1,C03043
C05559-K1,C05559
C07470-K1,C07470
C11319-K1,C11319
C04037-K1,C04037
C08925-K1,C08925
C09325-K1,C09325
C04398-K1,C04398
C12796-K1,C12796
C00440-K1,C00440
C11337-K1,C11337
C08346-K1,C08346
C01290-K1,C01290
C09025-K1,C09025
C05566-K1,C05566
C08557-K1,C08557
C06578-K1,C06578
C07118-K1,C07118
C11952-K1,C11952
C04889-K1,C04889
C09719-K1,C09719
C01099-K1,C01099
C04942-K1,C04942
C12163-K1,C12163
C06582-K2,C06582
C00004-K1,C00004
C08465-K1,C08465
C07210-K1,C07210
C05383-K1,C05383
C09820-K2,C09820
C07134-K2,C07134
C08766-K1,C08766
C09353-K1,C09353
C02475-K1,C02475
C10270-K1,C10270
C02975-K1,C02975
C00129-K2,C00129
C02914-K2,C02914
C11987-K1,C11987
C06428-K1,C06428
C13355-K1,C13355
C09456-K1,C09456
C05664-K1,C05664
C08305-K1,C08305
C09673-K1,C09673
C12191-K1,C12191
C04257-K1,C04257
C02745-K1,C02745
C08458-K1,C08458
C04311-K1,C04311
C09044-K1,C09044
C08999-K1,C08999
C12885-K1,C12885
C12670-K1,C12670
C13236-K1,C13236
C08148-K1,C08148
C08336-K1,C08336
C10614-K1,C10614
C08628-K1,C08628
C06706-K1,C06706
C07265-K1,C07265
C11230-K2,C11230
C01321-K1,C01321
C06740-K1,C06740
C04743-K1,C04743
C11468-K2,C11468
C08755-K2,C08755
C01413-K1,C01413
C11213-K1,C11213
C09064-K1,C09064
C02955-K1,C02955
C02321-K2,C02321
C12835-K2,C12835
C11008-K1,C11008
C11304-K1,C11304
C05081-K1,C05081
C13269-K2,C13269
C09174-K1,C09174
C04361-K1,C04361
C09154-K1,C09154
C03829-K1,C03829
C07883-K1,C07883
C04812-K1,C04812
C08915-K1,C08915
C02838-K1,C02838
C00779-K1,C00779
C01977-K1,C01977
C02910-K1,C02910
C04597-K1,C04597
C09363-K1,C09363
C07212-K1,C07212
C05330-K1,C05330
C00228-K1,C00228
C05330-K2,C05330
C02575-K1,C02575
C12644-K1,C12644
C01128-K2,C01128
C11891-K1,C11891
C03070-K1,C03070
C01525-K1,C01525
C11670-K2,C11670
C05115-K2,C05115
C02695-K1,C02695
C01119-K1,C01119
C07995-K1,C07995
C04393-K1,C04393
C02851-K2,C02851
C07750-K1,C07750
C01596-K2,C01596
C08206-K1,C08206
C07558-K1,C07558
C01424-K1,C01424
C02171-K1,C02171
C00066-K1,C00066
C07898-K1,C07898
C11601-K1,C11601
C04742-K1,C04742
C07591-K1,C07591
C02404-K1,C02404
C07558-K2,C07558
C02000-K1,C02000
C09141-K1,C09141
C09863-K1,C09863
C06950-K1,C06950
C02716-K1,C02716
C07641-K1,C07641
C05670-K1,C05670
C03851-K2,C03851
C04125-K1,C04125
C09800-K1,C09800
C09238-K1,C09238
C07927-K1,C07927
C05554-K1,C05554
C08234-K1,C08234
C03564-K1,C03564
C03773-K1,C03773
C02266-K1,C02266
C03545-K1,C03545
C00842-K2,C00842
C11136-K1,C11136
C03140-K1,C03140
C04172-K1,C04172
C00916-K1,C00916
C00999-K1,C00999
C00105-K1,C00105
C00792-K1,C00792
C05290-K2,C05290
C11890-K1,C11890
C04110-K1,C04110
C09007-K1,C09007
C08812-K1,C08812
C07602-K1,C07602
C11945-K2,C11945
C01188-K1,C01188
C09359-K2,C09359
C08024-K1,C08024
C12386-K1,C12386
C11232-K1,C11232
C07390-K1,C07390
C12730-K1,C12730
C10350-K1,C10350
C00073-K2,C00073
C06279-K1,C06279
C10129-K1,C10129
C00678-K1,C00678
C11889-K2,C11889
C00452-K2,C00452
C01169-K1,C01169
C09858-K1,C09858
C03299-K2,C03299
C00881-K1,C00881
C13191-K1,C13191
C00648-K1,C00648
C02131-K1,C02131
C10746-K1,C10746
C01933-K2,C01933
C11461-K1,C11461
C03542-K1,C03542
C07119-K1,C07119
C07270-K1,C07270
C11032-K2,C11032
C12797-K1,C12797
C07628-K1,C07628
C07531-K1,C07531
C04655-K1,C04655
C01352-K1,C01352
C03411-K2,C03411
C03385-K1,C03385
C08618-K1,C08618
C00803-K1,C00803
C13167-K1,C13167
C12403-K1,C12403
C09674-K1,C09674
C12887-K1,C12887
C02705-K1,C02705
C11783-K2,C11783
C08840-K1,C08840
C05411-K1,C05411
C03399-K1,C03399
C03318-K1,C03318
C02445-K1,C02445
C11224-K1,C11224
C00223-K1,C00223
C07711-K1,C07711
C09117-K1,C09117
C00783-K1,C00783
C06438-K1,C06438
C03133-K1,C03133
C07659-K1,C07659
C09216-K1,C09216
C03213-K1,C03213
C09279-K1,C09279
C00170-K1,C00170
C12923-K1,C12923
C01924-K1,C01924
C11656-K1,C11656
C12623-K1,C12623
C06541-K1,C06541
C06903-K1,C06903
C05320-K1,C05320
C05636-K2,C05636
C06515-K1,C06515
C12446-K1,C12446
C06768-K1,C06768
C02487-K1,C02487
C10492-K1,C10492
C07547-K1,C07547
C00406-K1,C00406
C10193-K2,C10193
C13273-K1,C13273
C04863-K1,C04863
C11090-K1,C11090
C12199-K1,C12199
C03449-K1,C03449
C09470-K1,C09470
C09364-K1,C09364
C09071-K1,C09071
C08143-K1,C08143
C07690-K1,C07690
C07241-K1,C07241
C02968-K1,C02968
C00780-K1,C00780
C12975-K2,C12975
C12967-K1,C12967
C12018-K1,C12018
C06898-K1,C06898
C00373-K1,C00373
C03727-K1,C03727
C05731-K1,C05731
C12005-K1,C12005
C08741-K1,C08741
C11011-K1,C11011
C06840-K1,C06840
C02702-K2,C02702
C13048-K1,C13048
C09454-K1,C09454
C08334-K1,C08334
C07902-K1,C07902
C01434-K1,C01434
C02536-K1,C02536
C00885-K1,C00885
C10683-K1,C10683
C10496-K1,C10496
C05766-K1,C05766
C08905-K1,C08905
C05625-K2,C05625
C00227-K1,C00227
C01801-K1,C01801
C00509-K1,C00509
C10866-K1,C10866
C13076-K1,C13076
C02341-K1,C02341
C06426-K1,C06426
C12645-K1,C12645
C08338-K1,C08338
C08847-K1,C08847
C04644-K1,C04644
C10523-K1,C10523
C08833-K1,C08833
C09170-K1,C09170
C04861-K2,C04861
C09283-K1,C09283
C02263-K1,C02263
C11762-K1,C11762
C01393-K1,C01393
C13172-K1,C13172
C09500-K1,C09500
C01654-K1,C01654
C09873-K1,C09873
C08610-K1,C08610
C03345-K2,C03345
C09883-K1,C09883
C10843-K1,C10843
C11743-K2,C11743
C12193-K1,C12193
C08540-K1,C08540
C04903-K1,C04903
C11335-K1,C11335
C09073-K1,C09073
C11104-K1,C11104
C01026-K1,C01026
C04230-K1,C04230
C11275-K1,C11275
C11204-K1,C11204
C13465-K1,C13465
C00071-K1,C00071
C05903-K1,C05903
C07750-K2,C07750
C01254-K1,C01254
C07391-K1,C07391
C03549-K1,C03549
C02180-K1,C02180
C10936-K1,C10936
C10052-K1,C10052
C12418-K1,C12418
C03237-K1,C03237
C07605-K1,C07605
C02116-K1,C02116
C09287-K1,C09287
C05902-K1,C05902
C05268-K1,C05268
C00992-K1,C00992
C09171-K1,C09171
C12972-K1,C12972
C08355-K1,C08355
C03779-K1,C03779
C09900-K1,C09900
C07862-K1,C07862
C04849-K1,C04849
C06469-K1,C06469
C06818-K1,C06818
C11750-K1,C11750
C13052-K1,C13052
C08761-K1,C08761
C03437-K1,C03437
C07973-K1,C07973
C00834-K2,C00834
C05961-K1,C05961
C12092-K1,C12092
C09642-K1,C09642
C04261-K1,C04261
C12336-K1,C12336
C02008-K1,C02008
C00989-K1,C00989
C09708-K1,C09708
C11625-K2,C11625
C07632-K1,C07632
C05793-K1,C05793
C06886-K1,C06886
C05248-K1,C05248
C05654-K1,C05654
C13429-K1,C13429
C04096-K2,C04096
C11866-K1,C11866
C12470-K1,C12470
C09424-K1,C09424
C10712-K1,C10712
C09997-K1,C09997
C11265-K1,C11265
C13478-K1,C13478
C12283-K1,C12283
C09094-K1,C09094
C12057-K1,C12057
C08412-K1,C08412
C10855-K1,C10855
C07437-K1,C07437
C00998-K1,C00998
C10862-K1,C10862
C01934-K1,C01934
C09068-K1,C09068
C04556-K1,C04556
C09779-K1,C09779
C00605-K1,C00605
C07466-K2,C07466
C04665-K1,C04665
C09442-K1,C09442
C09119-K1,C09119
C04132-K1,C04132
C02332-K1,C02332
C03645-K1,C03645
C10979-K1,C10979
C08226-K1,C08226
C13064-K1,C13064
C05062-K2,C05062
C03256-K1,C03256
C13454-K1,C13454
C00866-K1,C00866
C03200-K1,C03200
C11690-K1,C11690
C06185-K1,C06185
C07297-K1,C07297
C08299-K1,C08299
C13487-K1,C13487
C09988-K1,C09988
C00255-K1,C00255
C03551-K2,C03551
C03744-K1,C03744
C06197-K2,C06197
C07485-K1,C07485
C07762-K1,C07762
C08112-K2,C08112
C11687-K2,C11687
C12033-K1,C12033
C12395-K2,C12395
